Classroom,Subject,Student_Name,Student_Email,Subject_Teacher
426,Environmental Science,Dana Indigo,dana.indigo@email.com,Prof. Frank
282,Art,Hank Yellow,hank.yellow@university.edu,Prof. Eve
420,Chemistry,Kelly Violet,kelly.violet@university.edu,Prof. Charlie
530,Chemistry,Mona Violet,mona.violet@university.edu,Prof. Charlie
220,Psychology,Alice Beige,alice.beige@student.org,Prof. Ivy
225,Statistics,Ivy Azure,ivy.azure@university.edu,Prof. Liam
537,Philosophy,Jack Teal,jack.teal@student.org,Prof. Paul
241,Environmental Science,Grace Blue,grace.blue@student.org,Prof. Bob
491,Philosophy,Dana Orange,dana.orange@email.com,Prof. Olivia
382,History,Nick Pink,nick.pink@university.edu,Prof. Rita
542,Economics,Hank Violet,hank.violet@email.com,Prof. Tina
302,Chemistry,Dana Blue,dana.blue@email.com,Prof. Mona
590,Environmental Science,Dana Cyan,dana.cyan@student.org,Prof. Rita
488,Psychology,Quincy Purple,quincy.purple@university.edu,Prof. Frank
118,Mathematics,Olivia Red,olivia.red@email.com,Prof. Quincy
138,Art,Jack Johnson,jack.johnson@university.edu,Prof. Alice
204,Computer Science,Tina Yellow,tina.yellow@email.com,Prof. Bob
237,Physics,Kelly Johnson,kelly.johnson@university.edu,Prof. Paul
424,Art,Mona Yellow,mona.yellow@university.edu,Prof. Dana
154,Biology,Bob Violet,bob.violet@email.com,Prof. Olivia
212,Anthropology,Rita Orange,rita.orange@email.com,Prof. Bob
456,English,Kelly Davis,kelly.davis@university.edu,Prof. Rita
191,Biology,Quincy Violet,quincy.violet@email.com,Prof. Charlie
335,Philosophy,Olivia Orange,olivia.orange@student.org,Prof. Alice
160,Biology,Nick Black,nick.black@student.org,Prof. Rita
150,Chemistry,Grace Davis,grace.davis@student.org,Prof. Rita
455,Psychology,Olivia Magenta,olivia.magenta@university.edu,Prof. Jack
483,Music,Eve Orange,eve.orange@student.org,Prof. Alice
597,Sociology,Frank Beige,frank.beige@student.org,Prof. Sam
127,Biology,Tina Orange,tina.orange@university.edu,Prof. Jack
320,Psychology,Frank Gray,frank.gray@email.com,Prof. Olivia
328,Philosophy,Rita Johnson,rita.johnson@email.com,Prof. Hank
537,Geography,Eve Brown,eve.brown@email.com,Prof. Quincy
440,English,Mona Magenta,mona.magenta@email.com,Prof. Charlie
465,Biology,Grace Yellow,grace.yellow@university.edu,Prof. Tina
154,Philosophy,Rita Pink,rita.pink@student.org,Prof. Alice
347,Political Science,Hank Davis,hank.davis@university.edu,Prof. Quincy
199,Anthropology,Tina Beige,tina.beige@email.com,Prof. Ivy
569,Mathematics,Olivia Yellow,olivia.yellow@email.com,Prof. Alice
118,History,Alice Davis,alice.davis@student.org,Prof. Hank
191,Mathematics,Liam Beige,liam.beige@email.com,Prof. Olivia
377,Physics,Alice Violet,alice.violet@student.org,Prof. Ivy
575,English,Charlie Orange,charlie.orange@student.org,Prof. Dana
443,Mathematics,Charlie Azure,charlie.azure@university.edu,Prof. Charlie
396,Art,Paul Black,paul.black@university.edu,Prof. Frank
268,Statistics,Tina Blue,tina.blue@student.org,Prof. Eve
441,Anthropology,Kelly Cyan,kelly.cyan@email.com,Prof. Ivy
401,Psychology,Sam Orange,sam.orange@student.org,Prof. Quincy
405,English,Eve Azure,eve.azure@student.org,Prof. Charlie
323,Anthropology,Hank Purple,hank.purple@student.org,Prof. Jack
349,Political Science,Kelly Magenta,kelly.magenta@university.edu,Prof. Sam
297,Engineering,Dana Indigo,dana.indigo@email.com,Prof. Olivia
407,Mathematics,Grace Teal,grace.teal@university.edu,Prof. Olivia
366,Physics,Eve Azure,eve.azure@university.edu,Prof. Paul
531,Computer Science,Olivia Green,olivia.green@university.edu,Prof. Alice
292,Art,Jack Magenta,jack.magenta@student.org,Prof. Mona
455,Computer Science,Ivy Magenta,ivy.magenta@student.org,Prof. Alice
556,Architecture,Alice Magenta,alice.magenta@student.org,Prof. Frank
332,Mathematics,Rita Orange,rita.orange@student.org,Prof. Dana
213,Art,Charlie Gray,charlie.gray@email.com,Prof. Bob
174,Mathematics,Quincy Davis,quincy.davis@student.org,Prof. Quincy
337,Economics,Bob Cyan,bob.cyan@email.com,Prof. Jack
425,Statistics,Dana Gray,dana.gray@university.edu,Prof. Eve
537,Economics,Tina Purple,tina.purple@email.com,Prof. Liam
274,History,Olivia Green,olivia.green@student.org,Prof. Quincy
124,Sociology,Mona White,mona.white@university.edu,Prof. Tina
590,Art,Liam Pink,liam.pink@student.org,Prof. Sam
178,Environmental Science,Hank Indigo,hank.indigo@university.edu,Prof. Sam
553,Philosophy,Bob Brown,bob.brown@student.org,Prof. Quincy
503,Biology,Bob Violet,bob.violet@university.edu,Prof. Mona
175,Music,Nick Black,nick.black@student.org,Prof. Nick
137,Architecture,Grace Violet,grace.violet@email.com,Prof. Tina
195,Music,Bob Violet,bob.violet@email.com,Prof. Quincy
337,Philosophy,Frank Teal,frank.teal@university.edu,Prof. Frank
189,Sociology,Mona Violet,mona.violet@student.org,Prof. Rita
506,Statistics,Quincy Yellow,quincy.yellow@email.com,Prof. Bob
145,Anthropology,Alice Purple,alice.purple@university.edu,Prof. Mona
236,Biology,Alice Orange,alice.orange@student.org,Prof. Mona
270,Physics,Jack Teal,jack.teal@student.org,Prof. Eve
579,Sociology,Liam Indigo,liam.indigo@student.org,Prof. Sam
203,Chemistry,Liam Davis,liam.davis@email.com,Prof. Dana
530,Economics,Sam Pink,sam.pink@university.edu,Prof. Quincy
385,Sociology,Quincy Cyan,quincy.cyan@student.org,Prof. Rita
214,Geography,Eve Green,eve.green@student.org,Prof. Quincy
581,Biology,Jack Black,jack.black@email.com,Prof. Sam
399,Philosophy,Nick Red,nick.red@email.com,Prof. Alice
306,Economics,Nick Magenta,nick.magenta@university.edu,Prof. Dana
508,Anthropology,Olivia Red,olivia.red@university.edu,Prof. Ivy
137,Political Science,Dana Red,dana.red@university.edu,Prof. Quincy
313,Art,Eve Orange,eve.orange@university.edu,Prof. Bob
555,Psychology,Mona Gray,mona.gray@university.edu,Prof. Tina
282,Anthropology,Bob Pink,bob.pink@university.edu,Prof. Nick
411,Sociology,Liam Gray,liam.gray@student.org,Prof. Hank
221,Mathematics,Frank Orange,frank.orange@student.org,Prof. Jack
254,Architecture,Rita Brown,rita.brown@university.edu,Prof. Eve
533,Environmental Science,Bob Gray,bob.gray@university.edu,Prof. Bob
539,Statistics,Paul Purple,paul.purple@email.com,Prof. Nick
590,History,Alice Davis,alice.davis@email.com,Prof. Frank
180,English,Jack Gray,jack.gray@university.edu,Prof. Mona
211,Geography,Grace Red,grace.red@student.org,Prof. Tina
193,Chemistry,Paul Purple,paul.purple@student.org,Prof. Sam
352,Psychology,Dana Gray,dana.gray@student.org,Prof. Frank
232,Anthropology,Charlie Beige,charlie.beige@university.edu,Prof. Quincy
178,Architecture,Mona Beige,mona.beige@student.org,Prof. Liam
294,Psychology,Olivia Beige,olivia.beige@university.edu,Prof. Sam
238,Biology,Paul Gray,paul.gray@student.org,Prof. Olivia
575,Architecture,Tina Johnson,tina.johnson@university.edu,Prof. Rita
422,Philosophy,Sam Purple,sam.purple@student.org,Prof. Ivy
493,Music,Nick Red,nick.red@email.com,Prof. Jack
325,Geography,Eve Blue,eve.blue@email.com,Prof. Grace
194,Environmental Science,Kelly Blue,kelly.blue@student.org,Prof. Jack
379,Mathematics,Alice Red,alice.red@email.com,Prof. Mona
147,Computer Science,Olivia Red,olivia.red@university.edu,Prof. Rita
277,Architecture,Charlie Magenta,charlie.magenta@university.edu,Prof. Liam
566,Geography,Quincy Johnson,quincy.johnson@student.org,Prof. Frank
524,Psychology,Rita White,rita.white@student.org,Prof. Grace
457,Engineering,Liam Johnson,liam.johnson@university.edu,Prof. Nick
380,Sociology,Olivia Pink,olivia.pink@university.edu,Prof. Quincy
498,Economics,Hank Pink,hank.pink@university.edu,Prof. Ivy
312,Geography,Kelly Violet,kelly.violet@university.edu,Prof. Sam
315,Computer Science,Frank Violet,frank.violet@university.edu,Prof. Paul
146,Computer Science,Alice Magenta,alice.magenta@university.edu,Prof. Tina
496,Engineering,Jack Red,jack.red@email.com,Prof. Alice
588,Chemistry,Alice Johnson,alice.johnson@student.org,Prof. Frank
309,Psychology,Ivy Blue,ivy.blue@university.edu,Prof. Quincy
500,Physics,Rita Azure,rita.azure@university.edu,Prof. Eve
411,English,Frank Red,frank.red@university.edu,Prof. Tina
268,Music,Nick Azure,nick.azure@email.com,Prof. Ivy
416,Chemistry,Quincy White,quincy.white@university.edu,Prof. Eve
230,Philosophy,Alice Black,alice.black@email.com,Prof. Sam
503,Engineering,Charlie Beige,charlie.beige@email.com,Prof. Eve
351,Art,Charlie Gray,charlie.gray@university.edu,Prof. Grace
554,Philosophy,Nick Azure,nick.azure@university.edu,Prof. Grace
379,Architecture,Charlie Red,charlie.red@university.edu,Prof. Dana
513,English,Charlie Blue,charlie.blue@email.com,Prof. Hank
415,Philosophy,Olivia Cyan,olivia.cyan@student.org,Prof. Hank
272,Mathematics,Hank Gray,hank.gray@university.edu,Prof. Alice
545,Architecture,Liam Davis,liam.davis@university.edu,Prof. Olivia
408,Geography,Olivia Purple,olivia.purple@email.com,Prof. Rita
321,Statistics,Nick Blue,nick.blue@email.com,Prof. Tina
581,History,Jack Azure,jack.azure@email.com,Prof. Grace
338,Biology,Liam Magenta,liam.magenta@student.org,Prof. Frank
184,Mathematics,Alice White,alice.white@student.org,Prof. Sam
143,Music,Quincy White,quincy.white@university.edu,Prof. Hank
600,Engineering,Bob Violet,bob.violet@university.edu,Prof. Frank
390,Philosophy,Charlie Black,charlie.black@email.com,Prof. Jack
458,Computer Science,Liam Orange,liam.orange@university.edu,Prof. Olivia
567,Biology,Paul Davis,paul.davis@student.org,Prof. Ivy
340,Political Science,Charlie Purple,charlie.purple@student.org,Prof. Alice
262,Political Science,Olivia Yellow,olivia.yellow@university.edu,Prof. Grace
233,Computer Science,Tina Orange,tina.orange@student.org,Prof. Hank
222,Philosophy,Nick Green,nick.green@university.edu,Prof. Rita
148,Psychology,Olivia Orange,olivia.orange@email.com,Prof. Quincy
240,Art,Olivia Orange,olivia.orange@email.com,Prof. Grace
441,Statistics,Hank Gray,hank.gray@student.org,Prof. Liam
531,Mathematics,Kelly Red,kelly.red@student.org,Prof. Hank
579,Music,Olivia White,olivia.white@university.edu,Prof. Frank
442,Psychology,Bob Red,bob.red@email.com,Prof. Eve
115,Anthropology,Charlie Davis,charlie.davis@student.org,Prof. Frank
543,Chemistry,Olivia Azure,olivia.azure@email.com,Prof. Olivia
422,Political Science,Bob Teal,bob.teal@student.org,Prof. Hank
436,Biology,Ivy Beige,ivy.beige@student.org,Prof. Kelly
107,Anthropology,Eve Beige,eve.beige@university.edu,Prof. Grace
468,Anthropology,Sam Yellow,sam.yellow@university.edu,Prof. Kelly
490,Physics,Mona Cyan,mona.cyan@university.edu,Prof. Sam
451,Engineering,Liam Green,liam.green@student.org,Prof. Alice
584,Mathematics,Alice Black,alice.black@student.org,Prof. Tina
298,Economics,Tina Indigo,tina.indigo@university.edu,Prof. Mona
554,Sociology,Paul Black,paul.black@email.com,Prof. Mona
145,Music,Eve Green,eve.green@email.com,Prof. Mona
166,History,Eve Yellow,eve.yellow@student.org,Prof. Liam
479,Art,Paul Orange,paul.orange@student.org,Prof. Rita
111,Art,Hank Gray,hank.gray@student.org,Prof. Frank
370,Engineering,Mona Pink,mona.pink@university.edu,Prof. Grace
446,Philosophy,Charlie Blue,charlie.blue@email.com,Prof. Hank
126,Political Science,Dana Black,dana.black@email.com,Prof. Frank
460,Economics,Paul Black,paul.black@email.com,Prof. Bob
581,Environmental Science,Grace Red,grace.red@student.org,Prof. Olivia
203,Biology,Bob Azure,bob.azure@university.edu,Prof. Paul
544,Art,Mona Magenta,mona.magenta@university.edu,Prof. Hank
509,Engineering,Grace Blue,grace.blue@university.edu,Prof. Bob
575,Sociology,Dana Magenta,dana.magenta@university.edu,Prof. Eve
465,Architecture,Bob Yellow,bob.yellow@email.com,Prof. Quincy
292,Statistics,Rita Green,rita.green@student.org,Prof. Tina
549,Biology,Rita Magenta,rita.magenta@email.com,Prof. Nick
207,Music,Ivy Blue,ivy.blue@student.org,Prof. Eve
279,Political Science,Mona Teal,mona.teal@email.com,Prof. Bob
155,Political Science,Eve Black,eve.black@student.org,Prof. Frank
399,Statistics,Alice Red,alice.red@student.org,Prof. Kelly
590,History,Grace Davis,grace.davis@email.com,Prof. Quincy
307,Statistics,Jack Johnson,jack.johnson@student.org,Prof. Kelly
429,Economics,Dana Cyan,dana.cyan@email.com,Prof. Olivia
143,Philosophy,Tina Blue,tina.blue@email.com,Prof. Quincy
310,Sociology,Liam Magenta,liam.magenta@email.com,Prof. Hank
170,Mathematics,Bob Yellow,bob.yellow@university.edu,Prof. Kelly
185,Architecture,Eve Blue,eve.blue@email.com,Prof. Mona
167,Music,Bob Yellow,bob.yellow@email.com,Prof. Hank
215,Geography,Paul Violet,paul.violet@university.edu,Prof. Tina
578,Anthropology,Tina Brown,tina.brown@email.com,Prof. Alice
158,Chemistry,Kelly Purple,kelly.purple@student.org,Prof. Quincy
565,Sociology,Jack Azure,jack.azure@university.edu,Prof. Frank
276,English,Bob White,bob.white@email.com,Prof. Grace
471,Psychology,Kelly Violet,kelly.violet@university.edu,Prof. Grace
163,Psychology,Hank Violet,hank.violet@email.com,Prof. Grace
229,Statistics,Eve Black,eve.black@university.edu,Prof. Mona
371,Philosophy,Liam Red,liam.red@email.com,Prof. Charlie
327,Mathematics,Frank Blue,frank.blue@email.com,Prof. Tina
176,Biology,Hank Blue,hank.blue@university.edu,Prof. Sam
447,Anthropology,Rita Gray,rita.gray@email.com,Prof. Nick
167,Psychology,Grace Cyan,grace.cyan@student.org,Prof. Bob
358,Art,Mona Teal,mona.teal@email.com,Prof. Bob
443,Music,Nick Pink,nick.pink@email.com,Prof. Hank
393,Statistics,Olivia Johnson,olivia.johnson@university.edu,Prof. Grace
118,Philosophy,Sam Purple,sam.purple@student.org,Prof. Alice
200,Engineering,Grace Brown,grace.brown@email.com,Prof. Ivy
384,Psychology,Kelly Orange,kelly.orange@university.edu,Prof. Alice
455,Sociology,Kelly Gray,kelly.gray@university.edu,Prof. Eve
122,Anthropology,Tina Teal,tina.teal@student.org,Prof. Olivia
296,Anthropology,Frank Azure,frank.azure@student.org,Prof. Frank
362,Political Science,Charlie Pink,charlie.pink@email.com,Prof. Liam
596,Geography,Charlie Cyan,charlie.cyan@university.edu,Prof. Charlie
252,English,Tina Cyan,tina.cyan@university.edu,Prof. Charlie
246,Physics,Frank Violet,frank.violet@university.edu,Prof. Olivia
550,History,Sam Blue,sam.blue@university.edu,Prof. Liam
232,Architecture,Olivia Pink,olivia.pink@email.com,Prof. Jack
269,Economics,Nick Cyan,nick.cyan@university.edu,Prof. Tina
531,Sociology,Grace Black,grace.black@student.org,Prof. Eve
349,Engineering,Paul Brown,paul.brown@student.org,Prof. Mona
450,Engineering,Ivy Johnson,ivy.johnson@student.org,Prof. Paul
437,Mathematics,Nick Cyan,nick.cyan@email.com,Prof. Sam
481,Psychology,Rita Orange,rita.orange@student.org,Prof. Tina
283,Sociology,Bob Cyan,bob.cyan@student.org,Prof. Hank
329,English,Quincy Purple,quincy.purple@student.org,Prof. Grace
390,Physics,Charlie Orange,charlie.orange@email.com,Prof. Olivia
267,Physics,Tina Davis,tina.davis@email.com,Prof. Rita
433,Engineering,Charlie Beige,charlie.beige@student.org,Prof. Jack
589,Music,Olivia Violet,olivia.violet@university.edu,Prof. Charlie
526,Engineering,Kelly Purple,kelly.purple@student.org,Prof. Paul
104,Anthropology,Rita Teal,rita.teal@email.com,Prof. Liam
185,Political Science,Alice Beige,alice.beige@university.edu,Prof. Mona
159,Anthropology,Ivy Indigo,ivy.indigo@university.edu,Prof. Charlie
591,Mathematics,Olivia Pink,olivia.pink@university.edu,Prof. Hank
315,Physics,Jack Yellow,jack.yellow@university.edu,Prof. Tina
350,Environmental Science,Mona Beige,mona.beige@student.org,Prof. Kelly
190,Physics,Hank Pink,hank.pink@email.com,Prof. Alice
240,Geography,Frank Cyan,frank.cyan@email.com,Prof. Liam
110,Engineering,Grace Davis,grace.davis@university.edu,Prof. Dana
396,Engineering,Charlie Johnson,charlie.johnson@email.com,Prof. Kelly
223,History,Paul Azure,paul.azure@student.org,Prof. Quincy
189,Philosophy,Frank Azure,frank.azure@university.edu,Prof. Frank
424,Biology,Ivy Cyan,ivy.cyan@student.org,Prof. Paul
599,Chemistry,Sam Red,sam.red@university.edu,Prof. Bob
463,Chemistry,Alice Magenta,alice.magenta@university.edu,Prof. Ivy
323,Chemistry,Sam Indigo,sam.indigo@student.org,Prof. Tina
248,Architecture,Sam Indigo,sam.indigo@email.com,Prof. Dana
290,Engineering,Bob Magenta,bob.magenta@email.com,Prof. Liam
262,Geography,Liam Azure,liam.azure@email.com,Prof. Grace
359,Environmental Science,Jack Teal,jack.teal@email.com,Prof. Ivy
448,Geography,Liam Johnson,liam.johnson@student.org,Prof. Liam
108,Economics,Ivy Davis,ivy.davis@student.org,Prof. Alice
538,Philosophy,Hank Yellow,hank.yellow@university.edu,Prof. Alice
205,Environmental Science,Eve Gray,eve.gray@student.org,Prof. Mona
475,Computer Science,Rita Orange,rita.orange@university.edu,Prof. Frank
101,Geography,Dana Teal,dana.teal@email.com,Prof. Ivy
362,Computer Science,Paul Brown,paul.brown@university.edu,Prof. Charlie
147,Engineering,Jack Beige,jack.beige@student.org,Prof. Hank
489,Sociology,Eve Azure,eve.azure@student.org,Prof. Eve
543,Anthropology,Rita Indigo,rita.indigo@email.com,Prof. Nick
450,Mathematics,Quincy Magenta,quincy.magenta@email.com,Prof. Ivy
409,Anthropology,Kelly Purple,kelly.purple@student.org,Prof. Rita
344,English,Charlie Green,charlie.green@email.com,Prof. Rita
151,Art,Tina Purple,tina.purple@email.com,Prof. Rita
528,Music,Rita Teal,rita.teal@email.com,Prof. Nick
595,Chemistry,Olivia Azure,olivia.azure@email.com,Prof. Bob
130,Mathematics,Bob Violet,bob.violet@email.com,Prof. Grace
586,Geography,Dana Black,dana.black@student.org,Prof. Nick
597,Sociology,Mona Indigo,mona.indigo@student.org,Prof. Kelly
358,Anthropology,Liam Brown,liam.brown@email.com,Prof. Hank
512,Mathematics,Paul Indigo,paul.indigo@university.edu,Prof. Quincy
282,Art,Sam Brown,sam.brown@university.edu,Prof. Charlie
477,History,Alice Pink,alice.pink@student.org,Prof. Tina
540,Psychology,Charlie Violet,charlie.violet@student.org,Prof. Jack
259,Environmental Science,Sam Pink,sam.pink@student.org,Prof. Ivy
160,Psychology,Rita Red,rita.red@university.edu,Prof. Rita
521,Mathematics,Charlie Orange,charlie.orange@university.edu,Prof. Paul
239,Biology,Jack Indigo,jack.indigo@email.com,Prof. Dana
127,Computer Science,Jack Johnson,jack.johnson@student.org,Prof. Dana
240,Philosophy,Rita Brown,rita.brown@student.org,Prof. Kelly
425,Architecture,Charlie Brown,charlie.brown@email.com,Prof. Sam
458,History,Ivy Violet,ivy.violet@email.com,Prof. Nick
354,Philosophy,Mona Johnson,mona.johnson@student.org,Prof. Sam
151,Computer Science,Grace Cyan,grace.cyan@student.org,Prof. Mona
177,Sociology,Tina Teal,tina.teal@student.org,Prof. Ivy
204,Anthropology,Eve Johnson,eve.johnson@student.org,Prof. Charlie
469,Mathematics,Liam Davis,liam.davis@university.edu,Prof. Bob
365,Geography,Olivia Gray,olivia.gray@student.org,Prof. Kelly
189,Engineering,Hank Gray,hank.gray@email.com,Prof. Sam
235,Chemistry,Tina Teal,tina.teal@university.edu,Prof. Jack
435,English,Nick Beige,nick.beige@email.com,Prof. Rita
106,Economics,Frank Purple,frank.purple@email.com,Prof. Paul
250,Statistics,Sam Brown,sam.brown@student.org,Prof. Olivia
554,Psychology,Paul White,paul.white@student.org,Prof. Mona
298,Biology,Liam Pink,liam.pink@student.org,Prof. Mona
418,Economics,Frank Purple,frank.purple@email.com,Prof. Alice
555,Music,Nick Azure,nick.azure@student.org,Prof. Kelly
445,Political Science,Hank Brown,hank.brown@student.org,Prof. Hank
318,Mathematics,Ivy Teal,ivy.teal@student.org,Prof. Grace
304,Biology,Dana Beige,dana.beige@email.com,Prof. Charlie
110,Computer Science,Alice Violet,alice.violet@student.org,Prof. Hank
294,Art,Jack Violet,jack.violet@email.com,Prof. Liam
561,Economics,Quincy Pink,quincy.pink@student.org,Prof. Grace
563,English,Hank Yellow,hank.yellow@university.edu,Prof. Olivia
466,Architecture,Eve Pink,eve.pink@student.org,Prof. Paul
496,Art,Grace Azure,grace.azure@university.edu,Prof. Tina
417,Engineering,Paul Pink,paul.pink@student.org,Prof. Jack
342,Sociology,Eve Azure,eve.azure@student.org,Prof. Sam
427,Architecture,Liam Black,liam.black@email.com,Prof. Jack
535,Environmental Science,Eve Black,eve.black@university.edu,Prof. Alice
495,Chemistry,Frank Violet,frank.violet@university.edu,Prof. Olivia
493,English,Kelly Magenta,kelly.magenta@university.edu,Prof. Alice
426,Music,Dana Black,dana.black@email.com,Prof. Nick
190,Political Science,Liam Beige,liam.beige@email.com,Prof. Rita
404,History,Nick Teal,nick.teal@university.edu,Prof. Rita
118,Philosophy,Eve Azure,eve.azure@email.com,Prof. Nick
210,Political Science,Dana Black,dana.black@student.org,Prof. Ivy
559,Engineering,Eve Green,eve.green@email.com,Prof. Rita
354,Political Science,Ivy Beige,ivy.beige@email.com,Prof. Dana
540,Anthropology,Dana Indigo,dana.indigo@university.edu,Prof. Jack
212,Computer Science,Tina Pink,tina.pink@student.org,Prof. Nick
552,Architecture,Frank Red,frank.red@student.org,Prof. Sam
184,English,Rita Beige,rita.beige@student.org,Prof. Nick
329,History,Alice Gray,alice.gray@email.com,Prof. Quincy
496,Music,Paul Indigo,paul.indigo@student.org,Prof. Quincy
102,English,Tina Teal,tina.teal@email.com,Prof. Rita
361,Statistics,Kelly Purple,kelly.purple@university.edu,Prof. Hank
544,Political Science,Hank Cyan,hank.cyan@email.com,Prof. Grace
211,Environmental Science,Quincy Azure,quincy.azure@student.org,Prof. Hank
554,Philosophy,Nick Teal,nick.teal@email.com,Prof. Mona
564,Physics,Paul Gray,paul.gray@email.com,Prof. Frank
230,Physics,Charlie Davis,charlie.davis@university.edu,Prof. Frank
277,Psychology,Olivia Johnson,olivia.johnson@student.org,Prof. Tina
238,Mathematics,Nick Orange,nick.orange@student.org,Prof. Charlie
297,Economics,Hank White,hank.white@university.edu,Prof. Rita
105,History,Rita Brown,rita.brown@student.org,Prof. Mona
250,Chemistry,Sam Gray,sam.gray@student.org,Prof. Mona
427,Political Science,Jack Violet,jack.violet@student.org,Prof. Charlie
400,Mathematics,Dana Davis,dana.davis@student.org,Prof. Olivia
588,English,Mona Green,mona.green@student.org,Prof. Kelly
533,Art,Grace Pink,grace.pink@student.org,Prof. Paul
267,Anthropology,Kelly Black,kelly.black@university.edu,Prof. Rita
314,Art,Liam Green,liam.green@student.org,Prof. Grace
485,Geography,Quincy Orange,quincy.orange@email.com,Prof. Charlie
485,Anthropology,Alice Indigo,alice.indigo@student.org,Prof. Sam
161,Geography,Hank White,hank.white@student.org,Prof. Quincy
393,Art,Mona Green,mona.green@university.edu,Prof. Ivy
457,Philosophy,Jack Brown,jack.brown@university.edu,Prof. Olivia
527,Environmental Science,Nick Cyan,nick.cyan@email.com,Prof. Sam
472,Political Science,Eve Davis,eve.davis@email.com,Prof. Hank
279,Physics,Olivia Teal,olivia.teal@university.edu,Prof. Mona
103,Engineering,Bob Davis,bob.davis@student.org,Prof. Ivy
482,Chemistry,Mona Purple,mona.purple@email.com,Prof. Olivia
350,Physics,Olivia Teal,olivia.teal@university.edu,Prof. Ivy
124,Philosophy,Grace Green,grace.green@university.edu,Prof. Sam
418,History,Dana Orange,dana.orange@email.com,Prof. Frank
301,Physics,Eve Cyan,eve.cyan@university.edu,Prof. Eve
234,Engineering,Bob Blue,bob.blue@student.org,Prof. Olivia
321,English,Frank Magenta,frank.magenta@student.org,Prof. Liam
524,Chemistry,Grace Black,grace.black@student.org,Prof. Olivia
448,Biology,Rita Pink,rita.pink@university.edu,Prof. Alice
498,Statistics,Charlie Davis,charlie.davis@university.edu,Prof. Mona
435,Statistics,Eve Johnson,eve.johnson@university.edu,Prof. Rita
213,Psychology,Eve Orange,eve.orange@email.com,Prof. Quincy
407,Environmental Science,Dana Blue,dana.blue@university.edu,Prof. Ivy
358,English,Alice Yellow,alice.yellow@email.com,Prof. Quincy
399,Geography,Frank Magenta,frank.magenta@university.edu,Prof. Tina
390,Economics,Sam Green,sam.green@email.com,Prof. Liam
585,Sociology,Grace Brown,grace.brown@university.edu,Prof. Hank
110,Architecture,Tina Blue,tina.blue@student.org,Prof. Eve
157,Environmental Science,Sam Johnson,sam.johnson@university.edu,Prof. Paul
232,Anthropology,Tina Green,tina.green@student.org,Prof. Jack
120,Chemistry,Alice Azure,alice.azure@university.edu,Prof. Bob
234,Political Science,Charlie Cyan,charlie.cyan@university.edu,Prof. Rita
372,Philosophy,Grace Purple,grace.purple@student.org,Prof. Rita
305,Statistics,Liam Orange,liam.orange@student.org,Prof. Eve
542,History,Charlie Yellow,charlie.yellow@email.com,Prof. Alice
434,Computer Science,Bob Blue,bob.blue@student.org,Prof. Grace
456,Physics,Tina Pink,tina.pink@student.org,Prof. Olivia
467,Economics,Charlie Red,charlie.red@student.org,Prof. Nick
462,Art,Frank Violet,frank.violet@student.org,Prof. Ivy
529,Physics,Rita Teal,rita.teal@student.org,Prof. Quincy
299,Physics,Sam Purple,sam.purple@email.com,Prof. Jack
326,English,Hank Magenta,hank.magenta@university.edu,Prof. Mona
219,Chemistry,Grace Magenta,grace.magenta@email.com,Prof. Ivy
222,English,Paul Brown,paul.brown@email.com,Prof. Ivy
433,Sociology,Paul Teal,paul.teal@university.edu,Prof. Liam
553,Anthropology,Kelly Beige,kelly.beige@university.edu,Prof. Paul
333,Biology,Charlie Yellow,charlie.yellow@email.com,Prof. Eve
297,Psychology,Hank Davis,hank.davis@university.edu,Prof. Liam
364,Sociology,Ivy Johnson,ivy.johnson@student.org,Prof. Grace
138,Art,Charlie Magenta,charlie.magenta@email.com,Prof. Ivy
455,Biology,Olivia Pink,olivia.pink@student.org,Prof. Rita
501,History,Rita Brown,rita.brown@university.edu,Prof. Grace
571,Environmental Science,Tina Red,tina.red@email.com,Prof. Bob
408,Economics,Frank Magenta,frank.magenta@email.com,Prof. Bob
115,Mathematics,Ivy Brown,ivy.brown@student.org,Prof. Alice
458,Philosophy,Alice Red,alice.red@email.com,Prof. Liam
250,Psychology,Hank Teal,hank.teal@email.com,Prof. Grace
130,Architecture,Nick Magenta,nick.magenta@student.org,Prof. Nick
290,Political Science,Dana Blue,dana.blue@university.edu,Prof. Kelly
295,Computer Science,Mona Cyan,mona.cyan@university.edu,Prof. Tina
526,Geography,Bob Red,bob.red@student.org,Prof. Alice
390,Architecture,Paul Azure,paul.azure@email.com,Prof. Olivia
255,Sociology,Bob Brown,bob.brown@email.com,Prof. Jack
291,Engineering,Ivy Davis,ivy.davis@student.org,Prof. Tina
309,Geography,Jack Blue,jack.blue@university.edu,Prof. Jack
258,Art,Hank Purple,hank.purple@email.com,Prof. Olivia
547,Statistics,Quincy Cyan,quincy.cyan@student.org,Prof. Alice
304,Art,Alice Violet,alice.violet@student.org,Prof. Nick
527,Geography,Grace Green,grace.green@student.org,Prof. Sam
378,Engineering,Paul Magenta,paul.magenta@email.com,Prof. Liam
483,Political Science,Eve Purple,eve.purple@student.org,Prof. Bob
157,Sociology,Alice Brown,alice.brown@university.edu,Prof. Quincy
463,Sociology,Olivia Blue,olivia.blue@university.edu,Prof. Rita
226,Architecture,Olivia Teal,olivia.teal@email.com,Prof. Alice
